customer_id,age,gender,tenure,monthly_charges,total_charges,contract_type,payment_method,calls_made,data_used_gb,international_calls,customer_support_calls,churn
9028,70,Female,18,47.64,2933.31,Two Year,Credit Card,296,14.21,4,8,1
9029,50,Female,51,103.39,2968.96,Month-to-Month,Mailed Check,195,8.52,0,5,0
9030,67,Male,8,34.78,3919.32,Two Year,Credit Card,131,18.71,7,1,1
9031,53,Female,55,81.67,1191.94,Month-to-Month,Electronic Check,51,5.64,8,7,1
9032,54,Female,43,115.5,2702.12,Month-to-Month,Electronic Check,352,42.39,1,3,1
9033,58,Female,59,104.13,1664.83,Month-to-Month,Electronic Check,297,15.99,3,5,0
9034,76,Male,30,26.18,563.11,Month-to-Month,Bank Transfer,96,33.03,5,1,0
9035,34,Female,59,51.99,614.89,Month-to-Month,Mailed Check,128,15.54,6,5,1
9036,52,Female,9,34.24,768.71,Month-to-Month,Mailed Check,173,11.32,4,1,0
9037,65,Male,68,114.92,3113.01,Month-to-Month,Mailed Check,394,35.97,0,0,0
9038,22,Male,39,118.59,618.57,Month-to-Month,Bank Transfer,131,31.58,6,4,0
9039,65,Female,11,43.5,2893.51,Month-to-Month,Bank Transfer,326,11.69,6,3,0
9040,49,Female,2,86.97,2982.66,Two Year,Mailed Check,81,30.99,4,3,0
9041,20,Male,23,104.16,4529.09,Month-to-Month,Credit Card,324,1.25,1,0,0
9042,69,Male,63,43.37,3169.25,One Year,Credit Card,195,9.67,1,8,0
9043,64,Male,22,38.77,4929.38,Month-to-Month,Mailed Check,329,36.66,8,7,0
9044,79,Male,61,21.12,251.86,Month-to-Month,Credit Card,155,21.1,8,0,0
9045,52,Female,26,61.2,3550.32,Month-to-Month,Electronic Check,207,10.98,3,4,0
9046,69,Male,12,109.94,229.75,One Year,Bank Transfer,142,25.79,3,8,0
9047,31,Female,32,110.3,3673.95,One Year,Mailed Check,295,23.8,6,0,0
9048,65,Female,9,32.77,1990.67,Month-to-Month,Credit Card,390,32.06,4,9,1
9049,78,Female,69,40.44,3095.41,Month-to-Month,Mailed Check,198,4.55,0,9,0
9050,78,Male,71,60.8,1616.74,Month-to-Month,Mailed Check,353,41.15,4,2,0
9051,48,Male,33,98.06,879.61,One Year,Electronic Check,178,3.86,3,3,0
9052,48,Female,24,81.19,3645.21,Month-to-Month,Bank Transfer,71,23.24,2,1,1
9053,34,Female,69,71.38,4532.64,One Year,Bank Transfer,105,35.81,0,8,0
9054,77,Female,38,79.19,999.55,One Year,Mailed Check,87,17.9,8,0,1
9055,41,Female,11,29.62,4611.44,One Year,Electronic Check,68,45.6,3,3,1
9056,69,Female,32,67.77,786.89,Month-to-Month,Credit Card,243,38.01,2,9,0
9057,40,Male,64,119.21,3704.74,One Year,Bank Transfer,142,21.88,7,2,0
9058,35,Male,20,28.84,4801.28,Month-to-Month,Mailed Check,264,10.01,6,9,0
9059,67,Male,34,71.92,822.12,Month-to-Month,Credit Card,224,3.13,5,8,0
9060,71,Female,42,49.56,2231.94,Month-to-Month,Mailed Check,363,40.28,5,2,0
9061,31,Female,8,73.99,1753.54,One Year,Credit Card,305,10.52,1,6,1
9062,67,Male,66,77.38,2003.54,Month-to-Month,Credit Card,303,14.21,8,1,0
9063,32,Male,21,77.75,3790.38,One Year,Credit Card,94,1.51,0,7,1
9064,32,Female,70,105.22,3339.83,One Year,Credit Card,264,1.89,3,1,0
9065,23,Male,5,58.97,4846.57,One Year,Credit Card,269,12.29,3,9,0
9066,44,Male,67,71.64,1008.85,Month-to-Month,Credit Card,77,43.77,8,8,0
9067,32,Male,43,21.09,2761.98,Two Year,Electronic Check,365,39.26,2,8,0
9068,67,Female,16,98.96,2300.72,Month-to-Month,Credit Card,310,38.72,8,8,0
9069,53,Female,35,45.95,4602.39,One Year,Credit Card,257,41.52,1,5,1
9070,72,Male,43,101.66,152.03,Month-to-Month,Bank Transfer,330,10.14,0,6,1
9071,25,Female,39,46.56,4946.93,One Year,Bank Transfer,178,48.97,6,3,0
9072,32,Male,10,21.08,2450.7,Month-to-Month,Credit Card,217,12.38,1,1,1
9073,20,Male,20,35.48,3165.14,One Year,Mailed Check,280,8.35,0,2,0
9074,79,Female,1,118.57,1864.26,Month-to-Month,Bank Transfer,216,15.44,8,2,0
9075,64,Female,6,51.98,4277.38,One Year,Electronic Check,144,26.99,7,0,0
9076,30,Female,53,30.88,2853.74,Month-to-Month,Electronic Check,125,7.1,2,2,0
9077,58,Male,46,31.88,3347.77,One Year,Electronic Check,296,37.19,1,3,1
9078,51,Male,66,51.03,3279.63,Month-to-Month,Bank Transfer,220,19.2,0,3,0
9079,41,Male,38,23.76,1883.51,One Year,Electronic Check,353,28.85,9,2,0
9080,57,Female,33,71.15,472.36,Month-to-Month,Electronic Check,269,36.98,3,9,0
9081,49,Male,67,41.37,4057.76,Month-to-Month,Mailed Check,343,45.19,5,3,0
9082,78,Male,35,71.93,1519.61,One Year,Mailed Check,395,41.15,1,3,1
9083,49,Male,45,34.08,4259.76,One Year,Bank Transfer,329,27.34,5,2,0
9084,47,Male,22,62.99,3082.35,One Year,Credit Card,303,49.57,4,4,0
9085,69,Female,68,79.79,1833.15,Two Year,Mailed Check,182,26.96,0,2,1
9086,66,Female,17,26.2,3011.81,Month-to-Month,Credit Card,285,27.26,9,7,0
9087,30,Female,5,59.87,3262.91,Month-to-Month,Mailed Check,214,8.77,6,2,0
9088,18,Male,57,50.25,3562.75,Month-to-Month,Mailed Check,320,8.29,6,9,0
9089,51,Male,40,44.04,4129.46,Month-to-Month,Mailed Check,243,9.27,4,2,0
9090,79,Male,30,80.45,882.8,Month-to-Month,Mailed Check,325,30,3,7,0
9091,32,Female,42,78.85,4726.31,One Year,Credit Card,207,21.34,1,0,1
9092,61,Female,7,83.07,2113.12,Month-to-Month,Bank Transfer,93,19.91,6,3,0
9093,31,Female,71,35.89,4316.21,Month-to-Month,Credit Card,236,7.25,7,2,0
9094,74,Female,19,48.57,1180.35,Month-to-Month,Electronic Check,181,19.67,8,0,0
9095,46,Female,41,40.97,242.24,Month-to-Month,Credit Card,208,19.52,5,0,0
9096,51,Male,34,74.05,2909.39,Month-to-Month,Electronic Check,296,31.42,1,6,0
9097,35,Female,22,66.11,1690.86,Month-to-Month,Credit Card,346,20.03,0,3,1
9098,71,Female,52,53.03,4923.86,Two Year,Credit Card,125,21.52,1,4,1
9099,24,Female,6,98.6,611.82,Month-to-Month,Mailed Check,57,14.35,2,1,0
9100,46,Male,25,29.4,331.78,One Year,Credit Card,127,7.44,0,2,0
9101,72,Female,66,117.49,320.59,Month-to-Month,Mailed Check,156,15.7,4,0,0
9102,48,Female,10,31.65,1162.68,Month-to-Month,Bank Transfer,89,3.1,6,3,0
9103,78,Female,26,97.31,2938.04,Month-to-Month,Credit Card,154,10.98,8,7,1
9104,42,Male,5,56.82,2577.26,One Year,Mailed Check,202,16.92,5,2,1
9105,55,Male,68,106.53,1815.37,Two Year,Electronic Check,367,8.14,7,0,0
9106,31,Female,71,27.42,535.09,Month-to-Month,Mailed Check,107,33.58,1,3,1
9107,25,Female,50,57.47,1245.31,Month-to-Month,Electronic Check,376,14.76,4,8,0
9108,44,Female,17,53.54,1002.32,Month-to-Month,Credit Card,136,31.16,8,9,0
9109,71,Female,11,119.32,3753.77,Month-to-Month,Bank Transfer,223,32.55,6,7,0
9110,19,Male,53,118.55,3921.74,One Year,Credit Card,203,22.92,6,9,0
9111,34,Female,50,38.98,3907.37,Month-to-Month,Credit Card,347,23.01,2,2,0
9112,54,Male,8,82.99,4848.3,Month-to-Month,Mailed Check,56,29.49,2,3,0
9113,31,Female,62,73.55,4432.77,Two Year,Electronic Check,105,13.86,1,4,0
9114,42,Male,29,35.44,2539.24,Month-to-Month,Bank Transfer,117,2.04,8,6,0
9115,73,Male,44,36.78,2133.19,One Year,Electronic Check,349,32.61,3,0,0
9116,47,Female,45,118.93,4587.27,One Year,Bank Transfer,357,30.82,8,2,1
9117,46,Male,29,65.27,3095,Month-to-Month,Credit Card,195,24.34,3,0,1
9118,37,Female,59,32.58,1542.55,Month-to-Month,Mailed Check,327,43.91,7,2,1
9119,38,Male,15,41.48,2865.87,Month-to-Month,Electronic Check,309,25.92,0,5,0
9120,78,Male,70,46.83,4961.53,Two Year,Credit Card,206,15.87,0,8,0
9121,70,Female,44,71.09,4262.4,One Year,Credit Card,265,35.96,5,5,1
9122,39,Female,36,53.55,1478.27,Month-to-Month,Mailed Check,217,48.16,5,7,0
9123,52,Male,57,65.5,4769.48,One Year,Electronic Check,365,37.11,6,3,1
9124,54,Male,64,36.65,4909.16,One Year,Credit Card,218,45.53,6,4,0
9125,33,Female,38,52.67,1232.72,Month-to-Month,Mailed Check,122,6.52,9,7,0
9126,67,Female,17,27.03,4488.4,Month-to-Month,Bank Transfer,320,6.93,2,0,0
9127,75,Female,27,108.97,4427.69,One Year,Credit Card,126,8.58,8,7,0
9128,66,Male,17,39.88,294.79,Month-to-Month,Bank Transfer,106,35.44,8,1,0
9129,60,Female,63,95.69,3381.48,One Year,Credit Card,399,20.1,2,5,0
9130,34,Female,11,54.96,1595.88,One Year,Mailed Check,148,24.41,6,3,0
9131,33,Male,64,67.44,3405.6,Month-to-Month,Bank Transfer,212,13.83,3,9,1
9132,75,Female,39,49.13,4576.44,One Year,Mailed Check,395,37.07,5,9,0
9133,72,Female,2,89.64,2544.02,Month-to-Month,Electronic Check,324,42.42,5,3,1
9134,19,Female,66,104.45,2130.62,One Year,Credit Card,326,8.85,4,4,0
9135,21,Female,54,48.63,4615.5,Month-to-Month,Electronic Check,393,10.44,5,0,1
9136,38,Male,29,44.22,4873.16,One Year,Electronic Check,75,17.63,6,3,0
9137,56,Female,45,88.14,404.96,One Year,Bank Transfer,105,14.73,1,7,0
9138,51,Female,31,39.52,4621.96,Month-to-Month,Credit Card,80,27.05,6,8,0
9139,47,Female,49,83.98,505.57,Month-to-Month,Electronic Check,79,37.88,6,1,1
9140,23,Female,9,29.44,1752.7,Month-to-Month,Credit Card,73,39.87,6,5,0
9141,34,Female,27,82.01,3836.61,Month-to-Month,Mailed Check,145,11.21,9,4,0
9142,56,Female,56,71.34,3907.48,Month-to-Month,Bank Transfer,207,9.6,4,7,0
9143,42,Male,45,31.39,3656.53,Two Year,Electronic Check,170,18.82,2,7,0
9144,22,Male,43,84.91,291.65,One Year,Mailed Check,203,8.24,4,7,1
9145,22,Male,22,64.66,751.53,Month-to-Month,Mailed Check,131,5.5,0,9,0
9146,37,Female,33,41.71,4687.46,One Year,Bank Transfer,359,12.89,4,0,0
9147,33,Female,27,55.34,499.16,Month-to-Month,Mailed Check,381,20.3,2,9,0
9148,68,Female,40,69.21,484.87,One Year,Mailed Check,326,29.8,6,3,0
9149,58,Male,26,29.16,4194.67,Month-to-Month,Electronic Check,175,36.44,3,1,0
9150,54,Female,45,115.76,3242.2,Month-to-Month,Mailed Check,333,11.92,5,3,0
9151,57,Male,45,86.56,1823.11,Month-to-Month,Bank Transfer,173,41.11,5,5,1
9152,26,Female,26,30.25,911.98,Two Year,Mailed Check,130,2.65,3,3,0
9153,22,Female,70,102.29,4432.44,Month-to-Month,Credit Card,384,22.76,0,4,0
9154,59,Male,67,52.26,4943.84,Month-to-Month,Mailed Check,328,32.02,2,2,0
9155,74,Male,6,79.68,344.86,Month-to-Month,Mailed Check,230,15.27,2,1,1
9156,19,Male,28,47.71,2815.16,Month-to-Month,Mailed Check,358,34.5,5,6,0
9157,26,Male,67,93.34,1380.39,Month-to-Month,Mailed Check,211,43.49,9,5,0
9158,60,Male,13,92.3,4178.7,One Year,Electronic Check,373,5.38,7,2,1
9159,53,Male,63,75.2,1795.76,Month-to-Month,Electronic Check,61,26.12,1,9,0
9160,39,Female,13,44.09,3601.68,Month-to-Month,Credit Card,179,1.92,5,8,1
9161,39,Male,1,45.37,2743.66,Month-to-Month,Electronic Check,330,14.7,6,5,0
9162,39,Female,40,58.29,2753.46,Month-to-Month,Bank Transfer,393,7.71,2,4,1
9163,51,Female,37,34.5,4304.2,Month-to-Month,Electronic Check,174,31.59,0,7,1
9164,72,Female,31,53.77,2404.98,Month-to-Month,Electronic Check,221,13.19,1,1,1
9165,46,Female,17,88.44,4243.44,Month-to-Month,Electronic Check,183,14.84,4,5,0
9166,55,Female,9,103.08,1880.79,Month-to-Month,Bank Transfer,88,11.08,0,5,0
9167,76,Male,64,53.26,956.44,Month-to-Month,Credit Card,227,12.95,3,6,1
9168,63,Male,57,43.36,2331.84,Month-to-Month,Mailed Check,329,12.03,5,2,0
9169,50,Male,13,103.26,2541.94,Month-to-Month,Bank Transfer,54,35.2,0,5,0
9170,35,Female,37,109.07,2444.08,One Year,Bank Transfer,103,47.83,5,2,0
9171,24,Male,14,61,4060.82,One Year,Electronic Check,359,25.02,7,7,0
9172,18,Female,25,22.69,2866.93,Month-to-Month,Electronic Check,315,30.42,0,4,0
9173,50,Female,57,89.5,4453.38,Month-to-Month,Credit Card,131,41.09,7,5,0
9174,18,Female,71,98.4,2619.51,Month-to-Month,Electronic Check,270,24.33,7,8,0
9175,41,Female,42,21.8,1201.1,Two Year,Bank Transfer,380,15.8,1,8,0
9176,21,Male,42,79.5,734.53,Month-to-Month,Electronic Check,290,47.6,2,4,0
9177,21,Male,47,78.84,4354.98,Month-to-Month,Electronic Check,143,45.4,5,9,1
9178,78,Male,44,57.87,375.25,Month-to-Month,Credit Card,118,11.8,7,6,0
9179,35,Male,41,94.98,676.29,Month-to-Month,Bank Transfer,55,35.45,4,5,0
9180,44,Male,3,62.82,411.93,Month-to-Month,Bank Transfer,255,32.71,8,9,0
9181,60,Female,1,87.68,2176.3,One Year,Mailed Check,65,32.83,3,3,1
9182,76,Male,11,71.71,2709.82,Month-to-Month,Mailed Check,109,41.7,3,0,0
9183,49,Female,7,44.85,197.39,Month-to-Month,Credit Card,191,34.03,7,3,0
9184,50,Female,12,80.65,2626.37,Two Year,Bank Transfer,338,26.38,4,1,1
9185,45,Female,38,93.69,2029.42,Month-to-Month,Bank Transfer,255,42.46,7,7,1
9186,59,Male,54,117.39,3890.86,Month-to-Month,Electronic Check,89,13.98,0,1,0
9187,58,Female,67,58.01,4166.79,Month-to-Month,Credit Card,58,34.28,9,8,0
9188,72,Female,53,26.45,3456.34,Month-to-Month,Credit Card,140,35.37,4,9,0
9189,53,Male,32,118.8,2420.13,One Year,Mailed Check,244,43.65,7,5,0
9190,77,Female,45,82.38,1159.13,Month-to-Month,Mailed Check,251,49.92,7,4,0
9191,23,Female,51,114.65,4250.86,One Year,Electronic Check,97,28.32,6,8,1
9192,79,Female,37,30.38,1774.18,One Year,Mailed Check,315,24.74,2,1,0
9193,33,Male,59,54.2,1845.83,Month-to-Month,Credit Card,294,30.43,9,0,1
9194,51,Female,54,33.39,4588.46,Month-to-Month,Credit Card,311,33.28,9,8,0
9195,40,Female,18,103.55,4880.43,Month-to-Month,Mailed Check,367,35.94,6,9,0
9196,67,Male,1,108.03,4500.84,One Year,Electronic Check,80,14.78,2,3,0
9197,59,Male,21,70.13,4991.35,Month-to-Month,Electronic Check,311,24.86,5,1,0
9198,41,Female,28,38.66,4357.65,Month-to-Month,Mailed Check,83,19.18,8,5,1
9199,73,Male,16,32.71,3551.35,One Year,Bank Transfer,294,2.9,7,0,1
9200,66,Male,48,78.82,1539.72,Month-to-Month,Bank Transfer,398,30.87,3,3,0
9201,30,Male,28,70.64,4769.49,Month-to-Month,Mailed Check,372,43.87,4,3,0
9202,73,Male,22,89.48,4395.47,Month-to-Month,Electronic Check,317,46.15,3,9,0
9203,35,Male,1,50.52,1279.66,Month-to-Month,Mailed Check,343,26.35,5,6,0
9204,71,Male,42,60.24,2496.9,Month-to-Month,Mailed Check,260,38.53,7,2,1
9205,30,Male,70,22.14,443.27,One Year,Credit Card,184,35.91,5,7,0
9206,66,Female,3,81.01,4771.21,Month-to-Month,Electronic Check,113,12.22,4,1,0
9207,54,Male,44,62.31,2906.56,Month-to-Month,Electronic Check,296,4.08,8,3,0
9208,60,Male,27,111.98,1301.48,Month-to-Month,Electronic Check,382,37.64,6,7,0
9209,56,Male,51,84.18,1532.76,One Year,Mailed Check,326,14.85,9,3,0
9210,78,Female,24,59.87,4905.22,One Year,Bank Transfer,127,27.92,2,4,0
9211,59,Male,20,46.36,3116.51,Month-to-Month,Mailed Check,213,26.68,9,9,0
9212,34,Male,32,110.53,2161.35,Month-to-Month,Electronic Check,126,41.08,1,7,0
9213,32,Female,13,21.63,2549.24,One Year,Credit Card,226,32.59,4,7,0
9214,35,Male,43,52.69,582.9,Month-to-Month,Electronic Check,146,42.51,4,4,0
9215,40,Female,20,114.35,467.61,Month-to-Month,Electronic Check,188,37.86,5,5,0
9216,71,Female,2,85.4,3004.27,Month-to-Month,Electronic Check,292,49.99,0,8,0
9217,68,Male,68,73.27,2608.82,Month-to-Month,Mailed Check,394,43.33,4,1,0
9218,47,Female,60,40.35,1859.85,Month-to-Month,Bank Transfer,300,11.34,6,2,0
9219,75,Male,4,103.34,2873.96,One Year,Credit Card,329,48.11,8,8,0
9220,51,Male,17,40.42,456.11,Month-to-Month,Credit Card,327,17.67,2,2,0
9221,75,Female,1,44.83,4725.56,Month-to-Month,Bank Transfer,220,30.78,6,4,0
9222,21,Female,33,39.19,1539.19,Month-to-Month,Bank Transfer,228,47.13,6,2,1
9223,20,Male,30,35.81,451.72,Month-to-Month,Bank Transfer,226,11.49,6,9,0
9224,24,Male,5,115.33,930.57,Month-to-Month,Credit Card,327,43.01,3,3,0
9225,73,Female,12,80.2,567.82,Month-to-Month,Credit Card,384,47.7,2,2,0
9226,35,Male,32,83.78,975.16,Month-to-Month,Electronic Check,67,42.83,0,9,0
9227,59,Male,38,115.43,2142.09,Month-to-Month,Mailed Check,349,41.14,5,3,1
9228,24,Male,17,43.06,3716.45,Month-to-Month,Mailed Check,158,13.97,3,0,0
9229,57,Female,58,20.59,1434.51,Two Year,Mailed Check,81,20.95,7,7,0
9230,23,Male,40,79.89,2236.04,Month-to-Month,Credit Card,105,38.26,5,9,1
9231,39,Male,24,70.78,4650.91,One Year,Bank Transfer,277,6.79,5,6,0
9232,75,Male,12,67.77,1549.53,Month-to-Month,Credit Card,123,44.53,7,5,0
9233,18,Female,19,26.19,3994.13,Month-to-Month,Credit Card,58,11.3,4,6,0
9234,21,Female,29,65.44,873.3,Month-to-Month,Credit Card,138,28.68,7,7,0
9235,63,Female,52,48.76,973.78,Month-to-Month,Credit Card,181,6.15,0,0,1
9236,66,Male,17,47.46,2335.15,Month-to-Month,Mailed Check,343,10.07,9,6,0
9237,69,Female,21,42.24,1247.1,Month-to-Month,Electronic Check,287,29.69,1,8,1
9238,67,Male,60,53.25,4524.84,Month-to-Month,Bank Transfer,299,32.1,7,3,0
9239,60,Female,20,55.31,348.69,Month-to-Month,Credit Card,91,14.22,0,1,0
9240,46,Male,53,50.88,3026.64,One Year,Bank Transfer,280,6.84,4,0,0
9241,38,Female,63,117.88,3060.72,Month-to-Month,Bank Transfer,219,27.93,4,7,0
9242,43,Male,57,113.27,423.53,Month-to-Month,Credit Card,365,42.19,1,8,0
9243,31,Male,29,77.45,3689.56,One Year,Electronic Check,139,10.87,1,2,0
9244,26,Female,1,118.11,2397.6,Month-to-Month,Electronic Check,240,34.89,0,7,0
9245,76,Male,59,119.12,3643.06,One Year,Mailed Check,326,19.91,3,7,0
9246,64,Female,64,55.59,4151.93,Two Year,Mailed Check,176,47.21,5,0,1
9247,29,Female,71,64.52,1682.21,Month-to-Month,Electronic Check,182,5.05,2,7,0
9248,59,Male,44,115.91,2473.98,Month-to-Month,Credit Card,335,2.96,9,1,0
9249,68,Male,48,80.86,1377.73,Two Year,Mailed Check,112,7.09,3,1,0
9250,73,Female,15,41.29,1087.42,Month-to-Month,Credit Card,289,39.34,7,3,1
9251,68,Female,35,88.94,102.91,Month-to-Month,Credit Card,87,46.22,1,9,0
9252,23,Female,23,40.57,4821.79,Month-to-Month,Credit Card,213,41.3,8,6,0
9253,37,Male,53,53.94,2260.55,Month-to-Month,Credit Card,87,36.17,9,1,1
9254,41,Female,45,42.76,164.04,Two Year,Bank Transfer,328,3.82,5,4,0
9255,44,Male,13,44.5,143.8,Month-to-Month,Bank Transfer,200,11.48,8,3,0
9256,55,Male,34,20.47,1512.93,Month-to-Month,Credit Card,107,46.83,0,5,0
9257,25,Female,38,108.07,168.29,Month-to-Month,Electronic Check,225,31.52,3,2,0
9258,18,Female,70,49.6,1935.12,Month-to-Month,Bank Transfer,292,23.95,6,8,1
9259,71,Male,68,28.64,408.4,Month-to-Month,Credit Card,223,32.96,9,0,0
9260,66,Male,5,28.7,292.33,Two Year,Credit Card,392,9.75,8,7,0
9261,66,Male,40,75.6,3379.97,One Year,Mailed Check,192,44.75,0,5,0
9262,41,Male,70,119.29,4543.52,Month-to-Month,Mailed Check,306,33.16,0,3,1
9263,64,Female,21,34.5,2105.99,Month-to-Month,Mailed Check,149,24.09,2,8,0
9264,24,Male,28,29.96,4200.18,Month-to-Month,Bank Transfer,397,23.41,5,0,1
9265,36,Female,3,63.83,243.4,Month-to-Month,Bank Transfer,251,41.3,4,8,0
9266,39,Female,23,76.33,3910.68,Month-to-Month,Mailed Check,82,16.09,4,1,0
9267,74,Female,19,49.44,407.72,One Year,Mailed Check,201,7.72,8,5,0
9268,72,Male,50,50.25,4208.35,Month-to-Month,Credit Card,119,10.1,2,7,0
9269,77,Male,58,62.45,4423.6,One Year,Electronic Check,191,4.98,4,1,0
9270,52,Female,20,51.41,3951.27,Month-to-Month,Mailed Check,295,25.89,6,4,0
9271,79,Female,53,111.53,4121.67,Two Year,Credit Card,145,34.19,1,9,0
9272,47,Female,9,24.2,2851.27,Month-to-Month,Bank Transfer,388,46.77,6,9,0
9273,46,Female,4,43.46,1397.94,One Year,Mailed Check,133,37.79,0,3,0
9274,39,Male,41,100.86,3251.83,One Year,Bank Transfer,174,29.57,6,4,0
9275,28,Female,25,103.4,2253.75,Two Year,Credit Card,389,43.33,1,9,0
9276,37,Male,34,31.16,126.15,One Year,Mailed Check,215,44.72,6,3,1
9277,79,Male,9,117.38,2436.45,One Year,Bank Transfer,188,35.91,2,2,0
9278,46,Male,13,89.34,3290.82,Month-to-Month,Credit Card,209,3.76,4,3,0
9279,68,Male,9,47.26,168.03,Month-to-Month,Mailed Check,335,15.3,8,4,1
9280,58,Female,4,65.6,3144.67,Month-to-Month,Electronic Check,135,17.47,0,0,1
9281,59,Male,34,49.71,3297.41,Month-to-Month,Electronic Check,188,49.87,5,3,0
9282,51,Female,7,35,874.73,One Year,Mailed Check,154,23.74,6,8,1
9283,18,Male,15,49.12,2212.26,Month-to-Month,Mailed Check,127,38.33,9,7,0
9284,48,Female,38,78.01,4825.23,Month-to-Month,Credit Card,268,40.88,8,4,1
9285,47,Female,52,102.6,4432.53,Month-to-Month,Bank Transfer,241,33.01,3,2,0
9286,65,Female,7,56.35,2113.02,Month-to-Month,Bank Transfer,237,1.9,8,1,0
9287,35,Female,45,54.79,1814.25,Month-to-Month,Mailed Check,245,1.95,0,7,1
9288,72,Female,59,66.8,708,Month-to-Month,Electronic Check,399,41.12,3,7,0
9289,75,Male,21,84.46,272.43,Month-to-Month,Bank Transfer,123,37.22,5,4,0
9290,34,Female,28,95.16,1557.57,Month-to-Month,Mailed Check,310,27.27,6,6,1
9291,55,Male,3,52.68,4707.39,Month-to-Month,Bank Transfer,352,13.19,0,0,0
9292,31,Female,14,78.64,4797.21,Two Year,Credit Card,341,5.25,0,5,0
9293,40,Male,2,58.94,4081.34,Two Year,Mailed Check,192,9.05,8,9,1
9294,42,Male,29,91.64,1819.04,Month-to-Month,Electronic Check,344,29.44,6,8,0
9295,32,Male,18,36.47,803.77,Month-to-Month,Electronic Check,87,27.75,8,6,1
9296,63,Female,37,45.69,3018.11,Month-to-Month,Credit Card,85,47.12,4,4,1
9297,73,Male,45,62.61,3267.87,Two Year,Credit Card,164,47.91,8,5,0
9298,39,Female,45,108.94,2180.41,Month-to-Month,Electronic Check,51,29.22,4,6,0
9299,20,Female,24,77.33,3489.07,One Year,Electronic Check,64,42.23,5,5,0
9300,73,Male,46,116.54,3758.74,One Year,Credit Card,133,40.8,7,4,0
9301,72,Male,12,30.33,3937,Two Year,Electronic Check,360,37.87,8,1,1
9302,36,Female,53,66.02,2561.26,One Year,Electronic Check,303,22.43,9,2,0
9303,74,Female,45,61.91,3979.04,One Year,Bank Transfer,275,20.08,2,3,0
9304,61,Female,32,80.02,224.83,One Year,Electronic Check,382,13.94,1,4,1
9305,51,Female,18,101.2,3433.98,One Year,Credit Card,237,46.92,4,0,0
9306,52,Female,13,104.14,1254.61,Month-to-Month,Bank Transfer,74,41.89,5,9,1
9307,67,Female,4,87.02,1425.55,Two Year,Bank Transfer,319,9.68,7,6,1
9308,78,Male,23,84.15,547.38,One Year,Electronic Check,289,13.37,3,7,0
9309,18,Female,62,114.9,1042.72,Month-to-Month,Bank Transfer,295,29.49,0,6,0
9310,69,Female,54,58.37,4960.84,Month-to-Month,Mailed Check,226,21.27,3,4,0
9311,38,Male,55,103.28,2135.41,One Year,Credit Card,212,11.48,9,0,0
9312,46,Male,69,112.15,4646.05,Month-to-Month,Credit Card,263,39.77,7,8,0
9313,23,Male,40,69.15,898.21,One Year,Electronic Check,310,1.08,1,1,0
9314,54,Female,14,92.91,1099.89,Month-to-Month,Electronic Check,285,17.82,9,9,1
9315,18,Male,28,57.7,2833.29,Two Year,Credit Card,194,46.54,7,0,0
9316,68,Male,71,35.89,1812.71,Month-to-Month,Credit Card,118,38.28,3,1,1
9317,18,Female,67,78.65,3255.18,Month-to-Month,Electronic Check,300,20.66,1,3,0
9318,44,Female,29,39.65,2168.03,One Year,Credit Card,103,46.51,3,1,1
9319,38,Female,61,65.76,4076.83,Month-to-Month,Electronic Check,224,45.14,0,5,0
9320,70,Female,68,107.29,2214.64,One Year,Bank Transfer,272,3.58,9,7,0
9321,33,Male,9,28.6,2904.51,Month-to-Month,Mailed Check,226,7.27,6,8,0
9322,61,Female,17,23.04,1673.26,Two Year,Mailed Check,379,19.97,2,7,0
9323,76,Male,49,80.65,3549.8,Month-to-Month,Mailed Check,111,46.54,3,7,1
9324,78,Female,63,53.11,3308.2,Month-to-Month,Bank Transfer,398,42.37,2,8,0
9325,71,Male,46,61.79,2045.31,Two Year,Electronic Check,65,3.34,7,7,0
9326,57,Female,13,60.57,1452.56,Month-to-Month,Electronic Check,258,26.1,2,1,0
9327,43,Female,45,28.66,3109.11,Two Year,Electronic Check,184,36.29,6,6,1
9328,33,Female,53,20.36,4721.44,One Year,Credit Card,92,14.52,1,2,0
9329,45,Male,17,109.84,749.95,Month-to-Month,Mailed Check,221,36.4,9,0,0
9330,18,Male,47,41.78,4015.67,Month-to-Month,Electronic Check,376,19.12,8,9,1
9331,53,Male,62,62.61,2760.66,Month-to-Month,Electronic Check,129,14.43,5,8,0
9332,27,Female,50,117.19,2675.24,Month-to-Month,Bank Transfer,237,20.24,2,7,1
9333,60,Male,43,102.68,4812.25,Month-to-Month,Electronic Check,176,47.59,7,5,0
9334,34,Female,68,30.79,3068.79,Month-to-Month,Mailed Check,356,45.36,7,1,0
9335,74,Female,28,70.85,4169.54,Two Year,Electronic Check,56,45.78,5,0,0
9336,76,Female,45,93.01,2620.94,Month-to-Month,Bank Transfer,71,45.95,3,9,1
9337,40,Male,41,89.84,1324.28,Month-to-Month,Mailed Check,73,9.74,2,5,0
9338,24,Female,36,96.08,3503,Month-to-Month,Credit Card,347,44.91,8,4,1
9339,61,Male,33,65.75,4623.57,Month-to-Month,Electronic Check,300,11.4,4,1,1
9340,70,Female,25,37.59,4222.03,One Year,Electronic Check,199,42.07,3,0,1
